0.0131066,0.13763,-0.00822255,0.00947631,0.321068,0.263931,0.311095,0.36545,0.241694,0.304652,0.266726,0.331263,0.223726,0.14568,0.200017,-2.17919
0.0131066,0.13763,-0.00822255,0.0102669,0.327709,0.271319,0.312848,0.366213,0.238281,0.304627,0.258732,0.325377,0.221288,0.143765,0.204141,-2.17919
0.0131066,0.13763,-0.00822255,0.0110575,0.334151,0.278576,0.314581,0.366967,0.234798,0.304601,0.250573,0.319326,0.218837,0.141847,0.208207,-2.17919
0.0131066,0.13763,-0.00822255,0.0118479,0.340389,0.285698,0.316296,0.36771,0.231246,0.304572,0.242253,0.313113,0.216372,0.139924,0.212213,-2.17919
0.0131066,0.13763,-0.00822255,0.0126383,0.346421,0.292681,0.317991,0.368443,0.227625,0.304541,0.233778,0.306741,0.213894,0.137997,0.216159,-2.17919
0.0131066,0.13763,-0.00822255,0.0134287,0.352241,0.299522,0.319667,0.369166,0.223936,0.304508,0.225153,0.300214,0.211403,0.136066,0.220043,-2.17919
0.0131066,0.13763,-0.00822255,0.0142189,0.357847,0.306217,0.321323,0.369879,0.220182,0.304473,0.216383,0.293534,0.208898,0.134132,0.223863,-2.17919
0.0131066,0.13763,-0.00822255,0.015009,0.363235,0.312764,0.32296,0.370582,0.216362,0.304437,0.207474,0.286704,0.206381,0.132194,0.22762,-2.17919
0.0131066,0.13763,-0.00822255,0.0157991,0.3684,0.319158,0.324577,0.371274,0.212478,0.304398,0.19843,0.279729,0.20385,0.130252,0.231312,-2.17919
0.0131066,0.13763,-0.00822255,0.016589,0.373341,0.325397,0.326174,0.371957,0.208532,0.304357,0.189258,0.272611,0.201307,0.128307,0.234937,-2.17919
0.0131066,0.13763,-0.00822255,0.0173789,0.378053,0.331476,0.327751,0.372629,0.204523,0.304314,0.179963,0.265354,0.198752,0.126358,0.238496,-2.17919
0.0131066,0.13763,-0.00822255,0.0181686,0.382533,0.337394,0.329309,0.373291,0.200454,0.304268,0.17055,0.257961,0.196184,0.124405,0.241985,-2.17919
0.0131066,0.13763,-0.00822255,0.0189582,0.386779,0.343148,0.330846,0.373943,0.196325,0.304221,0.161026,0.250436,0.193604,0.12245,0.245405,-2.17919
0.0131066,0.13763,-0.00822255,0.0197477,0.390789,0.348733,0.332363,0.374585,0.192138,0.304172,0.151396,0.242783,0.191012,0.12049,0.248755,-2.17919
0.0131066,0.13763,-0.00822255,0.0205371,0.394558,0.354147,0.333859,0.375216,0.187893,0.304121,0.141667,0.235006,0.188408,0.118527,0.252034,-2.17919
0.0131066,0.13763,-0.00822255,0.0213263,0.398085,0.359389,0.335335,0.375837,0.183593,0.304068,0.131843,0.227108,0.185792,0.116561,0.25524,-2.17919
0.0131066,0.13763,-0.00822255,0.0221154,0.401368,0.364454,0.336791,0.376448,0.179238,0.304012,0.121932,0.219092,0.183165,0.114592,0.258372,-2.17919
0.0131066,0.13763,-0.00822255,0.0229043,0.404403,0.36934,0.338226,0.377048,0.174829,0.303955,0.111939,0.210964,0.180526,0.11262,0.26143,-2.17919
0.0131066,0.13763,-0.00822255,0.0236931,0.40719,0.374045,0.33964,0.377638,0.170369,0.303895,0.10187,0.202727,0.177876,0.110644,0.264413,-2.17919
0.0131066,0.13763,-0.00822255,0.0244818,0.409727,0.378566,0.341034,0.378218,0.165857,0.303834,0.0917324,0.194385,0.175215,0.108665,0.26732,-2.17919
0.0131066,0.13763,-0.00822255,0.0252703,0.412011,0.382901,0.342407,0.378788,0.161296,0.30377,0.0815313,0.185942,0.172543,0.106683,0.27015,-2.17919
0.0131066,0.13763,-0.00822255,0.0260586,0.414041,0.387048,0.343759,0.379347,0.156686,0.303705,0.0712733,0.177403,0.16986,0.104699,0.272902,-2.17919
0.0131066,0.13763,-0.00822255,0.0268467,0.415815,0.391005,0.34509,0.379895,0.15203,0.303637,0.0609647,0.16877,0.167167,0.102711,0.275576,-2.17919
0.0131066,0.13763,-0.00822255,0.0276347,0.417333,0.394769,0.346399,0.380433,0.147328,0.303567,0.050612,0.16005,0.164463,0.10072,0.27817,-2.17919
