1,0,0,0,0,0,1,0,
1,-0.0001511,0.000482365,-5.27785e-05,-0.000482376,-5.26824e-05,1,-4.816e-05,
0.999999,-0.000302199,0.00096472,-0.000105653,-0.000964762,-0.000105269,1,-9.63199e-05,
0.999999,-0.000453298,0.00144706,-0.000158624,-0.00144716,-0.000157759,0.999999,-0.00014448,
0.999998,-0.000604397,0.0019294,-0.000211691,-0.00192956,-0.000210153,0.999998,-0.000192639,
0.999997,-0.000755496,0.00241172,-0.000264854,-0.00241198,-0.000262451,0.999997,-0.000240799,
0.999995,-0.000906594,0.00289403,-0.000318112,-0.00289441,-0.000314652,0.999996,-0.000288958,
0.999994,-0.00105769,0.00337633,-0.000371467,-0.00337684,-0.000366758,0.999994,-0.000337117,
0.999992,-0.00120879,0.00385862,-0.000424918,-0.00385929,-0.000418767,0.999992,-0.000385275,
0.99999,-0.00135989,0.00434089,-0.000478465,-0.00434174,-0.00047068,0.99999,-0.000433433,
0.999987,-0.00151098,0.00482316,-0.000532108,-0.00482421,-0.000522497,0.999988,-0.00048159,
0.999984,-0.00166208,0.00530541,-0.000585847,-0.00530668,-0.000574217,0.999986,-0.000529747,
0.999981,-0.00181317,0.00578765,-0.000639682,-0.00578916,-0.000625841,0.999983,-0.000577903,
0.999978,-0.00196426,0.00626988,-0.000693613,-0.00627166,-0.000677369,0.99998,-0.000626059,
0.999975,-0.00211535,0.0067521,-0.00074764,-0.00675416,-0.000728801,0.999977,-0.000674213,
0.999971,-0.00226645,0.0072343,-0.000801762,-0.00723667,-0.000780136,0.999973,-0.000722367,
0.999967,-0.00241753,0.00771649,-0.000855981,-0.00771918,-0.000831375,0.99997,-0.00077052,
0.999963,-0.00256862,0.00819867,-0.000910295,-0.00820171,-0.000882518,0.999966,-0.000818672,
0.999958,-0.00271971,0.00868084,-0.000964706,-0.00868424,-0.000933564,0.999961,-0.000866823,
0.999953,-0.00287079,0.00916299,-0.00101921,-0.00916679,-0.000984514,0.999957,-0.000914973,
0.999948,-0.00302188,0.00964513,-0.00107381,-0.00964934,-0.00103537,0.999952,-0.000963122,
0.999943,-0.00317296,0.0101273,-0.00112851,-0.0101319,-0.00108612,0.999948,-0.00101127,
0.999937,-0.00332404,0.0106094,-0.00118331,-0.0106145,-0.00113679,0.999942,-0.00105942,
0.999932,-0.00347512,0.0110915,-0.00123819,-0.011097,-0.00118735,0.999937,-0.00110756,
0.999926,-0.00362619,0.0115736,-0.00129318,-0.0115796,-0.00123782,0.999932,-0.00115571,
0.999919,-0.00377727,0.0120556,-0.00134826,-0.0120622,-0.00128819,0.999926,-0.00120385,
0.999913,-0.00392834,0.0125377,-0.00140344,-0.0125448,-0.00133846,0.99992,-0.00125199,
0.999906,-0.00407941,0.0130197,-0.00145871,-0.0130274,-0.00138864,0.999913,-0.00130013,
0.999899,-0.00423047,0.0135018,-0.00151408,-0.01351,-0.00143873,0.999907,-0.00134827,
0.999891,-0.00438154,0.0139838,-0.00156954,-0.0139926,-0.00148871,0.9999,-0.0013964,
0.999884,-0.0045326,0.0144658,-0.0016251,-0.0144753,-0.0015386,0.999893,-0.00144454,
0.999876,-0.00468366,0.0149478,-0.00168076,-0.0149579,-0.00158839,0.999886,-0.00149267,
0.999868,-0.00483472,0.0154298,-0.00173651,-0.0154405,-0.00163809,0.999878,-0.0015408,
0.999859,-0.00498577,0.0159117,-0.00179235,-0.0159232,-0.00168769,0.999871,-0.00158893,
0.999851,-0.00513682,0.0163937,-0.0018483,-0.0164058,-0.00173719,0.999863,-0.00163706,
0.999842,-0.00528787,0.0168756,-0.00190433,-0.0168885,-0.0017866,0.999854,-0.00168518,
0.999833,-0.00543892,0.0173575,-0.00196047,-0.0173711,-0.00183591,0.999846,-0.00173331,
0.999823,-0.00558996,0.0178394,-0.0020167,-0.0178538,-0.00188512,0.999837,-0.00178143,
0.999814,-0.005741,0.0183213,-0.00207302,-0.0183365,-0.00193424,0.999828,-0.00182955,
0.999804,-0.00589203,0.0188032,-0.00212944,-0.0188192,-0.00198326,0.999819,-0.00187766,
0.999793,-0.00604307,0.019285,-0.00218596,-0.0193018,-0.00203218,0.99981,-0.00192578,
0.999783,-0.0061941,0.0197669,-0.00224257,-0.0197845,-0.00208101,0.9998,-0.00197389,
0.999772,-0.00634512,0.0202487,-0.00229927,-0.0202672,-0.00212974,0.99979,-0.002022,
0.999761,-0.00649614,0.0207305,-0.00235608,-0.0207499,-0.00217837,0.99978,-0.00207011,
0.99975,-0.00664716,0.0212123,-0.00241297,-0.0212326,-0.00222691,0.99977,-0.00211821,
0.999738,-0.00679818,0.0216941,-0.00246997,-0.0217153,-0.00227535,0.999759,-0.00216631,
0.999727,-0.00694919,0.0221758,-0.00252706,-0.0221981,-0.00232369,0.999748,-0.00221441,
0.999715,-0.00710019,0.0226576,-0.00258424,-0.0226808,-0.00237194,0.999737,-0.00226251,
0.999702,-0.0072512,0.0231393,-0.00264152,-0.0231635,-0.00242009,0.999726,-0.0023106,
0.99969,-0.00740219,0.023621,-0.00269889,-0.0236462,-0.00246814,0.999715,-0.0023587,
0.999677,-0.00755319,0.0241027,-0.00275636,-0.024129,-0.0025161,0.999703,-0.00240678,
0.999664,-0.00770418,0.0245844,-0.00281393,-0.0246117,-0.00256396,0.999691,-0.00245487,
0.999651,-0.00785516,0.025066,-0.00287159,-0.0250944,-0.00261172,0.999679,-0.00250295,
0.999637,-0.00800615,0.0255477,-0.00292935,-0.0255772,-0.00265938,0.999666,-0.00255103,
0.999623,-0.00815712,0.0260293,-0.0029872,-0.0260599,-0.00270695,0.999653,-0.00259911,
0.999609,-0.00830809,0.0265109,-0.00304514,-0.0265427,-0.00275443,0.99964,-0.00264718,
0.999595,-0.00845906,0.0269925,-0.00310319,-0.0270254,-0.0028018,0.999627,-0.00269525,
0.99958,-0.00861002,0.0274741,-0.00316132,-0.0275082,-0.00284908,0.999614,-0.00274332,
0.999566,-0.00876098,0.0279556,-0.00321955,-0.027991,-0.00289626,0.9996,-0.00279138,
0.99955,-0.00891193,0.0284371,-0.00327788,-0.0284737,-0.00294335,0.999586,-0.00283944,
0.999535,-0.00906288,0.0289187,-0.0033363,-0.0289565,-0.00299034,0.999572,-0.0028875,
0.999519,-0.00921382,0.0294002,-0.00339482,-0.0294393,-0.00303723,0.999558,-0.00293555,
0.999504,-0.00936476,0.0298816,-0.00345344,-0.029922,-0.00308402,0.999543,-0.0029836,
0.999487,-0.00951569,0.0303631,-0.00351214,-0.0304048,-0.00313072,0.999528,-0.00303165,
0.999471,-0.00966662,0.0308445,-0.00357095,-0.0308876,-0.00317732,0.999513,-0.00307969,
0.999454,-0.00981754,0.031326,-0.00362985,-0.0313704,-0.00322382,0.999498,-0.00312773,
0.999437,-0.00996845,0.0318074,-0.00368884,-0.0318531,-0.00327023,0.999482,-0.00317576,
0.99942,-0.0101194,0.0322888,-0.00374793,-0.0323359,-0.00331654,0.999466,-0.0032238,
0.999403,-0.0102703,0.0327701,-0.00380711,-0.0328187,-0.00336275,0.99945,-0.00327182,
0.999385,-0.0104212,0.0332515,-0.00386639,-0.0333015,-0.00340887,0.999434,-0.00331985,
0.999367,-0.0105721,0.0337328,-0.00392576,-0.0337843,-0.00345489,0.999418,-0.00336786,
0.999349,-0.0107229,0.0342141,-0.00398523,-0.0342671,-0.00350081,0.999401,-0.00341588,
0.999331,-0.0108738,0.0346954,-0.0040448,-0.0347499,-0.00354663,0.999384,-0.00346389,
0.999312,-0.0110247,0.0351767,-0.00410446,-0.0352327,-0.00359236,0.999367,-0.0035119,
0.999293,-0.0111756,0.0356579,-0.00416421,-0.0357154,-0.00363799,0.999349,-0.0035599,
0.999274,-0.0113264,0.0361391,-0.00422406,-0.0361982,-0.00368353,0.999331,-0.0036079,
0.999254,-0.0114773,0.0366204,-0.004284,-0.036681,-0.00372896,0.999313,-0.00365589,
0.999234,-0.0116281,0.0371015,-0.00434404,-0.0371638,-0.0037743,0.999295,-0.00370388,
