0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
0.10294,0.105461,0.48237,0.19926
